transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
4199,1090,2047,70490.83,01/01/2023 01:09,1,American Express,City-34,Gas Station,37,Purchase at Merchant-2047
4200,1056,2080,39400.80,01/01/2023 01:09,1,American Express,City-28,Retail,66,Purchase at Merchant-2080
4201,1094,2056,4495.37,01/01/2023 01:10,0,Discover,City-8,Retail,58,Purchase at Merchant-2056
4202,1031,2006,3362.28,01/01/2023 01:10,0,MasterCard,City-15,Travel,37,Purchase at Merchant-2006
4203,1008,2092,8090.82,01/01/2023 01:10,1,American Express,City-27,Gas Station,69,Purchase at Merchant-2092
4204,1032,2100,96090.60,01/01/2023 01:10,1,American Express,City-30,Online Shopping,46,Purchase at Merchant-2100
4205,1012,2088,1602.96,01/01/2023 01:10,0,Discover,City-45,Retail,41,Purchase at Merchant-2088
4206,1056,2050,5650.06,01/01/2023 01:10,0,MasterCard,City-19,Retail,45,Purchase at Merchant-2050
4207,1015,2031,7294.57,01/01/2023 01:10,0,Visa,City-25,Restaurant,66,Purchase at Merchant-2031
4208,1059,2027,1070.23,01/01/2023 01:10,1,American Express,City-6,Groceries,64,Purchase at Merchant-2027
4209,1079,2079,3490.80,01/01/2023 01:10,1,American Express,City-28,Gas Station,65,Purchase at Merchant-2079
4210,1078,2078,93690.80,01/01/2023 01:10,1,American Express,City-7,Retail,32,Purchase at Merchant-2078
4211,1008,2010,9024.11,01/01/2023 01:10,0,American Express,City-28,Restaurant,43,Purchase at Merchant-2010
4212,1040,2020,32520.28,01/01/2023 01:10,1,Discover,City-1,Gas Station,39,Purchase at Merchant-2020
4213,1086,2073,434.63,01/01/2023 01:10,0,Discover,City-21,Restaurant,25,Purchase at Merchant-2073
4214,1095,2081,62930.15,01/01/2023 01:10,1,American Express,City-18,Online Shopping,50,Purchase at Merchant-2081
4215,1085,2064,31010.64,01/01/2023 01:10,1,American Express,City-16,Online Shopping,31,Purchase at Merchant-2064
4216,1095,2013,285.29,01/01/2023 01:10,0,Discover,City-15,Gas Station,68,Purchase at Merchant-2013
4217,1023,2002,99010.23,01/01/2023 01:10,1,Discover,City-29,Online Shopping,67,Purchase at Merchant-2002
4218,1016,2019,1026.15,01/01/2023 01:10,0,American Express,City-44,Travel,48,Purchase at Merchant-2019
4219,1002,2099,2343.37,01/01/2023 01:10,0,MasterCard,City-2,Restaurant,19,Purchase at Merchant-2099
4220,1091,2040,9510.91,01/01/2023 01:10,0,Discover,City-31,Retail,37,Purchase at Merchant-2040
4221,1018,2071,99670.85,01/01/2023 01:10,1,American Express,City-49,Retail,47,Purchase at Merchant-2071
4222,1090,2012,4632.37,01/01/2023 01:10,0,American Express,City-43,Groceries,20,Purchase at Merchant-2012
4223,1002,2064,5080.03,01/01/2023 01:10,0,American Express,City-45,Gas Station,63,Purchase at Merchant-2064
4224,1021,2013,3885.12,01/01/2023 01:10,0,Visa,City-16,Gas Station,28,Purchase at Merchant-2013
4225,1064,2059,6014.26,01/01/2023 01:10,0,Discover,City-25,Restaurant,30,Purchase at Merchant-2059
4226,1045,2041,6869.91,01/01/2023 01:10,0,Visa,City-31,Groceries,47,Purchase at Merchant-2041
4227,1067,2022,1431.82,01/01/2023 01:10,0,American Express,City-6,Online Shopping,66,Purchase at Merchant-2022
4228,1067,2038,80560.36,01/01/2023 01:10,1,American Express,City-9,Gas Station,25,Purchase at Merchant-2038
4229,1093,2021,7044.55,01/01/2023 01:10,0,Discover,City-32,Travel,59,Purchase at Merchant-2021
4230,1034,2009,44570.40,01/01/2023 01:10,1,American Express,City-45,Groceries,62,Purchase at Merchant-2009
4231,1022,2036,3896.76,01/01/2023 01:10,0,American Express,City-17,Groceries,28,Purchase at Merchant-2036
4232,1048,2074,68700.51,01/01/2023 01:10,1,American Express,City-31,Online Shopping,41,Purchase at Merchant-2074
4233,1017,2047,1779.7,01/01/2023 01:10,0,Visa,City-1,Travel,19,Purchase at Merchant-2047
4234,1096,2046,6342.12,01/01/2023 01:10,0,American Express,City-27,Gas Station,42,Purchase at Merchant-2046
4235,1100,2012,40670.17,01/01/2023 01:10,1,American Express,City-39,Groceries,68,Purchase at Merchant-2012
4236,1035,2010,62130.62,01/01/2023 01:10,1,Discover,City-49,Gas Station,50,Purchase at Merchant-2010
4237,1094,2023,9194.58,01/01/2023 01:10,0,American Express,City-24,Groceries,29,Purchase at Merchant-2023
4238,1016,2091,31580.12,01/01/2023 01:10,1,Discover,City-16,Gas Station,25,Purchase at Merchant-2091
4239,1099,2099,91990.97,01/01/2023 01:10,1,American Express,City-5,Gas Station,64,Purchase at Merchant-2099
4240,1004,2059,26870.81,01/01/2023 01:10,1,Discover,City-12,Retail,26,Purchase at Merchant-2059
4241,1043,2034,94050.56,01/01/2023 01:10,1,American Express,City-7,Groceries,18,Purchase at Merchant-2034
4242,1055,2061,68290.05,01/01/2023 01:10,1,American Express,City-30,Gas Station,32,Purchase at Merchant-2061
4243,1035,2033,99820.13,01/01/2023 01:10,1,American Express,City-34,Groceries,41,Purchase at Merchant-2033
4244,1068,2098,8930.76,01/01/2023 01:10,0,Discover,City-50,Groceries,50,Purchase at Merchant-2098
4245,1009,2057,66710.95,01/01/2023 01:10,1,American Express,City-39,Gas Station,25,Purchase at Merchant-2057
4246,1034,2084,1830.59,01/01/2023 01:10,0,American Express,City-20,Restaurant,67,Purchase at Merchant-2084
4247,1092,2018,90120.16,01/01/2023 01:10,1,American Express,City-1,Gas Station,33,Purchase at Merchant-2018
4248,1074,2016,7851.49,01/01/2023 01:10,0,MasterCard,City-43,Gas Station,67,Purchase at Merchant-2016
4249,1081,2073,90010.98,01/01/2023 01:10,1,American Express,City-44,Gas Station,57,Purchase at Merchant-2073
4250,1010,2063,3579.87,01/01/2023 01:10,0,Discover,City-25,Retail,58,Purchase at Merchant-2063
4251,1064,2006,9620.17,01/01/2023 01:10,0,Discover,City-40,Online Shopping,60,Purchase at Merchant-2006
4252,1059,2047,1150.65,01/01/2023 01:10,1,Discover,City-50,Online Shopping,46,Purchase at Merchant-2047
4253,1066,2037,8600.72,01/01/2023 01:10,0,MasterCard,City-29,Gas Station,57,Purchase at Merchant-2037
4254,1047,2052,75970.87,01/01/2023 01:10,1,American Express,City-9,Gas Station,60,Purchase at Merchant-2052
4255,1008,2053,69990.36,01/01/2023 01:10,1,American Express,City-39,Gas Station,39,Purchase at Merchant-2053
4256,1064,2080,5170.23,01/01/2023 01:10,1,American Express,City-28,Online Shopping,23,Purchase at Merchant-2080
4257,1073,2088,3201.88,01/01/2023 01:10,0,American Express,City-29,Restaurant,57,Purchase at Merchant-2088
4258,1022,2017,3379.23,01/01/2023 01:10,0,Discover,City-10,Online Shopping,68,Purchase at Merchant-2017
4259,1048,2057,8629.61,01/01/2023 01:10,0,MasterCard,City-4,Online Shopping,61,Purchase at Merchant-2057
4260,1021,2047,9305.71,01/01/2023 01:10,0,Discover,City-18,Online Shopping,45,Purchase at Merchant-2047
4261,1033,2066,9065.99,01/01/2023 01:11,0,Visa,City-6,Restaurant,58,Purchase at Merchant-2066
4262,1099,2080,3476.77,01/01/2023 01:11,0,MasterCard,City-36,Restaurant,29,Purchase at Merchant-2080
4263,1014,2041,7981.5,01/01/2023 01:11,0,Discover,City-28,Groceries,62,Purchase at Merchant-2041
4264,1074,2048,6866.99,01/01/2023 01:11,0,American Express,City-11,Gas Station,34,Purchase at Merchant-2048
4265,1087,2011,58860.12,01/01/2023 01:11,1,American Express,City-40,Gas Station,41,Purchase at Merchant-2011
4266,1093,2088,4407.14,01/01/2023 01:11,0,Discover,City-13,Gas Station,27,Purchase at Merchant-2088
4267,1015,2053,89070.06,01/01/2023 01:11,1,American Express,City-5,Groceries,34,Purchase at Merchant-2053
4268,1030,2065,34040.45,01/01/2023 01:11,1,American Express,City-40,Gas Station,20,Purchase at Merchant-2065
4269,1095,2058,43860.24,01/01/2023 01:11,1,American Express,City-49,Gas Station,41,Purchase at Merchant-2058
4270,1066,2034,4470.82,01/01/2023 01:11,1,American Express,City-7,Retail,41,Purchase at Merchant-2034
4271,1001,2088,8349.19,01/01/2023 01:11,0,American Express,City-42,Restaurant,50,Purchase at Merchant-2088
4272,1006,2006,1007.93,01/01/2023 01:11,0,Visa,City-25,Online Shopping,54,Purchase at Merchant-2006
4273,1002,2080,44340.99,01/01/2023 01:11,1,American Express,City-29,Groceries,47,Purchase at Merchant-2080
4274,1032,2083,1920.72,01/01/2023 01:11,0,Discover,City-36,Retail,29,Purchase at Merchant-2083
4275,1006,2008,13000.06,01/01/2023 01:11,1,American Express,City-41,Groceries,32,Purchase at Merchant-2008
4276,1061,2095,5953.65,01/01/2023 01:11,0,Discover,City-29,Travel,70,Purchase at Merchant-2095
4277,1047,2032,5040.68,01/01/2023 01:11,1,American Express,City-21,Gas Station,66,Purchase at Merchant-2032
4278,1050,2090,3545.12,01/01/2023 01:11,0,Visa,City-48,Restaurant,41,Purchase at Merchant-2090
4279,1020,2072,7434.2,01/01/2023 01:11,0,Discover,City-45,Travel,56,Purchase at Merchant-2072
4280,1023,2002,6743.97,01/01/2023 01:11,0,MasterCard,City-36,Groceries,22,Purchase at Merchant-2002
4281,1005,2020,64420.69,01/01/2023 01:11,1,American Express,City-25,Gas Station,68,Purchase at Merchant-2020
4282,1071,2014,9135.42,01/01/2023 01:11,0,American Express,City-45,Online Shopping,54,Purchase at Merchant-2014
4283,1092,2038,66670.61,01/01/2023 01:11,1,American Express,City-17,Gas Station,60,Purchase at Merchant-2038
4284,1095,2049,82940.04,01/01/2023 01:11,1,American Express,City-32,Gas Station,57,Purchase at Merchant-2049
4285,1084,2021,4900.96,01/01/2023 01:11,1,Discover,City-17,Gas Station,50,Purchase at Merchant-2021
4286,1054,2073,9825.85,01/01/2023 01:11,0,American Express,City-1,Travel,69,Purchase at Merchant-2073
4287,1029,2052,2885.58,01/01/2023 01:11,0,MasterCard,City-50,Retail,51,Purchase at Merchant-2052
4288,1042,2010,6778.61,01/01/2023 01:11,0,Discover,City-8,Retail,38,Purchase at Merchant-2010
4289,1032,2029,2170.16,01/01/2023 01:11,0,Visa,City-39,Online Shopping,67,Purchase at Merchant-2029
4290,1054,2050,3047.58,01/01/2023 01:11,0,Discover,City-10,Retail,40,Purchase at Merchant-2050
4291,1093,2060,72160.46,01/01/2023 01:11,1,Discover,City-41,Gas Station,28,Purchase at Merchant-2060
4292,1041,2086,20400.60,01/01/2023 01:11,1,American Express,City-24,Gas Station,28,Purchase at Merchant-2086
4293,1035,2012,89730.65,01/01/2023 01:11,1,American Express,City-23,Gas Station,56,Purchase at Merchant-2012
4294,1010,2045,11930.99,01/01/2023 01:11,1,Discover,City-16,Gas Station,27,Purchase at Merchant-2045
4295,1074,2060,2781.57,01/01/2023 01:11,0,Discover,City-8,Online Shopping,57,Purchase at Merchant-2060
4296,1048,2060,12690.30,01/01/2023 01:11,1,American Express,City-29,Gas Station,46,Purchase at Merchant-2060
4297,1016,2083,324.01,01/01/2023 01:11,0,Discover,City-22,Travel,48,Purchase at Merchant-2083
4298,1065,2069,21520.98,01/01/2023 01:11,1,American Express,City-21,Retail,68,Purchase at Merchant-2069
4299,1087,2060,465.62,01/01/2023 01:11,0,Discover,City-1,Gas Station,20,Purchase at Merchant-2060
4300,1007,2014,61190.63,01/01/2023 01:11,1,Discover,City-17,Groceries,29,Purchase at Merchant-2014
4301,1023,2011,9723.32,01/01/2023 01:11,0,Discover,City-26,Groceries,41,Purchase at Merchant-2011
4302,1029,2024,28490.27,01/01/2023 01:11,1,American Express,City-7,Groceries,58,Purchase at Merchant-2024
4303,1067,2094,7290.37,01/01/2023 01:11,1,American Express,City-28,Groceries,55,Purchase at Merchant-2094
4304,1006,2014,30050.92,01/01/2023 01:11,1,American Express,City-8,Gas Station,68,Purchase at Merchant-2014
4305,1052,2051,61380.17,01/01/2023 01:11,1,Discover,City-19,Gas Station,53,Purchase at Merchant-2051
4306,1009,2099,9470.01,01/01/2023 01:11,1,American Express,City-46,Gas Station,36,Purchase at Merchant-2099
4307,1060,2056,22210.60,01/01/2023 01:11,1,American Express,City-15,Gas Station,40,Purchase at Merchant-2056
4308,1037,2026,6542.87,01/01/2023 01:11,0,American Express,City-35,Restaurant,53,Purchase at Merchant-2026
4309,1100,2052,8806.2,01/01/2023 01:11,0,Visa,City-47,Travel,69,Purchase at Merchant-2052
4310,1040,2043,6169.83,01/01/2023 01:11,0,Visa,City-18,Gas Station,38,Purchase at Merchant-2043
4311,1042,2009,1750.88,01/01/2023 01:11,0,American Express,City-4,Restaurant,38,Purchase at Merchant-2009
4312,1012,2041,54580.98,01/01/2023 01:11,1,Discover,City-15,Gas Station,36,Purchase at Merchant-2041
4313,1071,2044,3467.62,01/01/2023 01:11,0,Discover,City-39,Online Shopping,26,Purchase at Merchant-2044
4314,1059,2078,75020.93,01/01/2023 01:11,1,American Express,City-30,Gas Station,28,Purchase at Merchant-2078
4315,1002,2063,90930.93,01/01/2023 01:11,1,American Express,City-9,Gas Station,20,Purchase at Merchant-2063
4316,1048,2028,6863.39,01/01/2023 01:11,0,Visa,City-25,Gas Station,38,Purchase at Merchant-2028
4317,1026,2090,3411.27,01/01/2023 01:11,0,American Express,City-31,Restaurant,36,Purchase at Merchant-2090
4318,1038,2095,466.59,01/01/2023 01:11,0,Visa,City-22,Gas Station,64,Purchase at Merchant-2095
4319,1073,2061,38850.34,01/01/2023 01:11,1,American Express,City-19,Gas Station,50,Purchase at Merchant-2061
4320,1039,2015,342.24,01/01/2023 01:11,0,American Express,City-23,Travel,64,Purchase at Merchant-2015
4321,1095,2036,40810.50,01/01/2023 01:12,1,American Express,City-29,Online Shopping,46,Purchase at Merchant-2036
4322,1080,2059,4874.06,01/01/2023 01:12,0,Visa,City-27,Gas Station,29,Purchase at Merchant-2059
4323,1032,2005,94060.30,01/01/2023 01:12,1,American Express,City-38,Gas Station,68,Purchase at Merchant-2005
4324,1060,2070,1400.35,01/01/2023 01:12,1,American Express,City-41,Gas Station,68,Purchase at Merchant-2070
4325,1048,2020,202.02,01/01/2023 01:12,0,Discover,City-4,Restaurant,54,Purchase at Merchant-2020
4326,1076,2061,5716.22,01/01/2023 01:12,0,MasterCard,City-38,Restaurant,25,Purchase at Merchant-2061
4327,1064,2019,9429.62,01/01/2023 01:12,0,MasterCard,City-19,Retail,29,Purchase at Merchant-2019
4328,1099,2082,9089.24,01/01/2023 01:12,0,American Express,City-6,Travel,56,Purchase at Merchant-2082
4329,1100,2028,5479.51,01/01/2023 01:12,0,Discover,City-17,Restaurant,50,Purchase at Merchant-2028
4330,1026,2041,746.14,01/01/2023 01:12,0,American Express,City-9,Groceries,60,Purchase at Merchant-2041
4331,1094,2073,38740.71,01/01/2023 01:12,1,American Express,City-23,Retail,62,Purchase at Merchant-2073
4332,1070,2005,43970.93,01/01/2023 01:12,1,Discover,City-43,Gas Station,61,Purchase at Merchant-2005
4333,1098,2077,2635.05,01/01/2023 01:12,0,MasterCard,City-49,Restaurant,54,Purchase at Merchant-2077
4334,1032,2100,77850.16,01/01/2023 01:12,1,American Express,City-4,Online Shopping,43,Purchase at Merchant-2100
4335,1020,2049,8955.43,01/01/2023 01:12,0,Visa,City-40,Groceries,46,Purchase at Merchant-2049
4336,1001,2008,9961.2,01/01/2023 01:12,0,MasterCard,City-23,Gas Station,33,Purchase at Merchant-2008
4337,1053,2047,50140.53,01/01/2023 01:12,1,American Express,City-26,Gas Station,33,Purchase at Merchant-2047
4338,1004,2056,6946.94,01/01/2023 01:12,0,Visa,City-13,Gas Station,59,Purchase at Merchant-2056
4339,1030,2061,12610.81,01/01/2023 01:12,1,American Express,City-27,Retail,41,Purchase at Merchant-2061
4340,1070,2028,8898.74,01/01/2023 01:12,0,American Express,City-44,Restaurant,61,Purchase at Merchant-2028
4341,1045,2007,2185.86,01/01/2023 01:12,0,Visa,City-47,Groceries,61,Purchase at Merchant-2007
4342,1082,2028,19460.52,01/01/2023 01:12,1,American Express,City-4,Online Shopping,33,Purchase at Merchant-2028
4343,1089,2003,84840.30,01/01/2023 01:12,1,American Express,City-14,Gas Station,47,Purchase at Merchant-2003
4344,1002,2098,3074.5,01/01/2023 01:12,0,Discover,City-33,Retail,19,Purchase at Merchant-2098
4345,1043,2088,6991.9,01/01/2023 01:12,0,American Express,City-22,Online Shopping,58,Purchase at Merchant-2088
4346,1001,2055,9865.64,01/01/2023 01:12,0,MasterCard,City-42,Retail,45,Purchase at Merchant-2055
4347,1098,2035,8620.26,01/01/2023 01:12,0,Visa,City-21,Groceries,65,Purchase at Merchant-2035
4348,1085,2033,2140.91,01/01/2023 01:12,1,Discover,City-11,Groceries,31,Purchase at Merchant-2033
4349,1049,2082,39320.38,01/01/2023 01:12,1,Discover,City-33,Gas Station,27,Purchase at Merchant-2082
4350,1095,2023,4590.18,01/01/2023 01:12,0,Visa,City-49,Retail,31,Purchase at Merchant-2023
4351,1094,2011,75900.04,01/01/2023 01:12,1,American Express,City-34,Gas Station,21,Purchase at Merchant-2011
4352,1040,2019,84660.65,01/01/2023 01:12,1,Discover,City-12,Groceries,18,Purchase at Merchant-2019
4353,1014,2009,33480.40,01/01/2023 01:12,1,American Express,City-13,Gas Station,58,Purchase at Merchant-2009
4354,1027,2036,90.42,01/01/2023 01:12,0,Visa,City-8,Groceries,22,Purchase at Merchant-2036
4355,1068,2052,16150.19,01/01/2023 01:12,1,American Express,City-14,Online Shopping,46,Purchase at Merchant-2052
4356,1031,2011,3485.91,01/01/2023 01:12,0,American Express,City-10,Online Shopping,23,Purchase at Merchant-2011
4357,1054,2039,120.43,01/01/2023 01:12,0,Discover,City-40,Restaurant,56,Purchase at Merchant-2039
4358,1063,2092,4937.37,01/01/2023 01:12,0,Discover,City-40,Travel,65,Purchase at Merchant-2092
4359,1008,2058,98530.83,01/01/2023 01:12,1,American Express,City-28,Online Shopping,40,Purchase at Merchant-2058
4360,1019,2054,3137.9,01/01/2023 01:12,0,MasterCard,City-32,Retail,40,Purchase at Merchant-2054
4361,1092,2068,13080.78,01/01/2023 01:12,1,American Express,City-33,Groceries,48,Purchase at Merchant-2068
4362,1036,2028,3917.72,01/01/2023 01:12,0,Visa,City-14,Groceries,68,Purchase at Merchant-2028
4363,1012,2086,2865.83,01/01/2023 01:12,0,American Express,City-20,Travel,45,Purchase at Merchant-2086
4364,1006,2034,4599.19,01/01/2023 01:12,0,Discover,City-13,Gas Station,30,Purchase at Merchant-2034
4365,1030,2024,2555.16,01/01/2023 01:12,0,American Express,City-23,Restaurant,26,Purchase at Merchant-2024
4366,1067,2007,5825.31,01/01/2023 01:12,0,Visa,City-35,Restaurant,56,Purchase at Merchant-2007
4367,1053,2012,6281.09,01/01/2023 01:12,0,Visa,City-45,Restaurant,41,Purchase at Merchant-2012
4368,1090,2055,66180.30,01/01/2023 01:12,1,American Express,City-44,Gas Station,59,Purchase at Merchant-2055
4369,1048,2044,5731.09,01/01/2023 01:12,0,American Express,City-43,Travel,25,Purchase at Merchant-2044
4370,1059,2097,77930.19,01/01/2023 01:12,1,American Express,City-24,Gas Station,43,Purchase at Merchant-2097
4371,1096,2039,2196.16,01/01/2023 01:12,0,American Express,City-40,Groceries,44,Purchase at Merchant-2039
4372,1011,2022,2221.01,01/01/2023 01:12,0,Visa,City-38,Restaurant,26,Purchase at Merchant-2022
4373,1075,2026,3316.99,01/01/2023 01:12,0,MasterCard,City-7,Travel,22,Purchase at Merchant-2026
4374,1013,2045,9610.54,01/01/2023 01:12,1,American Express,City-39,Gas Station,40,Purchase at Merchant-2045
4375,1065,2054,162.18,01/01/2023 01:12,0,Discover,City-30,Retail,62,Purchase at Merchant-2054
4376,1018,2062,78760.67,01/01/2023 01:12,1,American Express,City-50,Groceries,45,Purchase at Merchant-2062
4377,1082,2061,5717.46,01/01/2023 01:12,0,Discover,City-30,Online Shopping,58,Purchase at Merchant-2061
4378,1051,2069,64350.08,01/01/2023 01:12,1,American Express,City-27,Groceries,48,Purchase at Merchant-2069
4379,1010,2089,89240.55,01/01/2023 01:12,1,Discover,City-16,Retail,35,Purchase at Merchant-2089
4380,1076,2021,83900.91,01/01/2023 01:12,1,American Express,City-33,Online Shopping,68,Purchase at Merchant-2021
4381,1073,2090,473.48,01/01/2023 01:13,0,American Express,City-24,Online Shopping,53,Purchase at Merchant-2090
4382,1008,2056,24500.41,01/01/2023 01:13,1,American Express,City-33,Online Shopping,65,Purchase at Merchant-2056
4383,1056,2046,63750.70,01/01/2023 01:13,1,American Express,City-26,Gas Station,42,Purchase at Merchant-2046
4384,1085,2089,9591.16,01/01/2023 01:13,0,Discover,City-46,Travel,31,Purchase at Merchant-2089
4385,1017,2074,55620.30,01/01/2023 01:13,1,American Express,City-43,Groceries,49,Purchase at Merchant-2074
4386,1031,2050,4145.91,01/01/2023 01:13,0,Visa,City-37,Retail,36,Purchase at Merchant-2050
4387,1038,2002,25400.24,01/01/2023 01:13,1,American Express,City-10,Gas Station,70,Purchase at Merchant-2002
4388,1034,2072,1490.31,01/01/2023 01:13,1,Discover,City-10,Gas Station,49,Purchase at Merchant-2072
4389,1041,2077,8865.12,01/01/2023 01:13,0,MasterCard,City-22,Online Shopping,21,Purchase at Merchant-2077
4390,1051,2026,11750.32,01/01/2023 01:13,1,American Express,City-46,Gas Station,33,Purchase at Merchant-2026
4391,1090,2010,38460.42,01/01/2023 01:13,1,Discover,City-42,Retail,59,Purchase at Merchant-2010
4392,1095,2093,4446.28,01/01/2023 01:13,0,American Express,City-45,Groceries,19,Purchase at Merchant-2093
4393,1042,2086,7947.84,01/01/2023 01:13,0,Discover,City-18,Gas Station,31,Purchase at Merchant-2086
4394,1041,2075,6166.5,01/01/2023 01:13,0,MasterCard,City-15,Gas Station,44,Purchase at Merchant-2075
4395,1058,2079,74.89,01/01/2023 01:13,0,MasterCard,City-32,Travel,43,Purchase at Merchant-2079
4396,1035,2019,8964.88,01/01/2023 01:13,0,American Express,City-45,Groceries,33,Purchase at Merchant-2019
4397,1030,2042,33510.77,01/01/2023 01:13,1,American Express,City-27,Gas Station,51,Purchase at Merchant-2042
4398,1010,2086,97530.01,01/01/2023 01:13,1,American Express,City-13,Online Shopping,45,Purchase at Merchant-2086
4399,1026,2094,91210.83,01/01/2023 01:13,1,American Express,City-27,Gas Station,60,Purchase at Merchant-2094
4400,1018,2096,33470.49,01/01/2023 01:13,1,Discover,City-26,Online Shopping,63,Purchase at Merchant-2096
4401,1100,2095,87650.81,01/01/2023 01:13,1,American Express,City-12,Groceries,21,Purchase at Merchant-2095
4402,1099,2094,56300.10,01/01/2023 01:13,1,American Express,City-33,Retail,26,Purchase at Merchant-2094
4403,1075,2041,7901.64,01/01/2023 01:13,0,MasterCard,City-32,Travel,42,Purchase at Merchant-2041
4404,1014,2002,5434.87,01/01/2023 01:13,0,American Express,City-7,Online Shopping,58,Purchase at Merchant-2002
4405,1020,2020,32390.54,01/01/2023 01:13,1,American Express,City-5,Gas Station,50,Purchase at Merchant-2020
4406,1014,2059,56600.28,01/01/2023 01:13,1,American Express,City-30,Groceries,47,Purchase at Merchant-2059
4407,1022,2019,18680.82,01/01/2023 01:13,1,American Express,City-8,Gas Station,70,Purchase at Merchant-2019
4408,1058,2064,17180.21,01/01/2023 01:13,1,American Express,City-28,Retail,25,Purchase at Merchant-2064
4409,1060,2041,7372.1,01/01/2023 01:13,0,American Express,City-24,Gas Station,61,Purchase at Merchant-2041
4410,1041,2015,77120.95,01/01/2023 01:13,1,Discover,City-14,Retail,47,Purchase at Merchant-2015
4411,1053,2087,31230.73,01/01/2023 01:13,1,Discover,City-41,Gas Station,39,Purchase at Merchant-2087
4412,1016,2053,3958.46,01/01/2023 01:13,0,MasterCard,City-22,Travel,50,Purchase at Merchant-2053
4413,1069,2034,2317.14,01/01/2023 01:13,0,Visa,City-39,Gas Station,34,Purchase at Merchant-2034
4414,1046,2067,8433.21,01/01/2023 01:13,0,Visa,City-49,Groceries,19,Purchase at Merchant-2067
4415,1099,2093,41960.61,01/01/2023 01:13,1,American Express,City-22,Gas Station,39,Purchase at Merchant-2093
4416,1027,2001,80430.03,01/01/2023 01:13,1,American Express,City-23,Groceries,32,Purchase at Merchant-2001
4417,1058,2058,18000.02,01/01/2023 01:13,1,American Express,City-13,Gas Station,66,Purchase at Merchant-2058
4418,1040,2017,940.63,01/01/2023 01:13,1,American Express,City-39,Gas Station,22,Purchase at Merchant-2017
4419,1060,2082,6945.21,01/01/2023 01:13,0,Visa,City-18,Gas Station,52,Purchase at Merchant-2082
4420,1034,2058,4581.16,01/01/2023 01:13,0,American Express,City-24,Retail,58,Purchase at Merchant-2058
4421,1016,2082,3543.69,01/01/2023 01:13,0,Discover,City-4,Gas Station,53,Purchase at Merchant-2082
4422,1012,2075,1873.52,01/01/2023 01:13,0,Discover,City-28,Travel,44,Purchase at Merchant-2075
4423,1021,2013,2565.79,01/01/2023 01:13,0,MasterCard,City-43,Groceries,39,Purchase at Merchant-2013
4424,1088,2005,98330.20,01/01/2023 01:13,1,American Express,City-37,Gas Station,52,Purchase at Merchant-2005
4425,1039,2028,89000.38,01/01/2023 01:13,1,American Express,City-34,Gas Station,38,Purchase at Merchant-2028
4426,1091,2096,6952.08,01/01/2023 01:13,0,American Express,City-40,Retail,29,Purchase at Merchant-2096
4427,1090,2025,1269.56,01/01/2023 01:13,0,Visa,City-22,Online Shopping,29,Purchase at Merchant-2025
4428,1078,2054,90740.24,01/01/2023 01:13,1,Discover,City-33,Groceries,50,Purchase at Merchant-2054
4429,1006,2090,11540.20,01/01/2023 01:13,1,American Express,City-50,Gas Station,50,Purchase at Merchant-2090
4430,1028,2070,8013.52,01/01/2023 01:13,0,Discover,City-43,Gas Station,58,Purchase at Merchant-2070
4431,1042,2100,8420.12,01/01/2023 01:13,0,Visa,City-9,Restaurant,48,Purchase at Merchant-2100
4432,1019,2022,22640.24,01/01/2023 01:13,1,Discover,City-39,Gas Station,42,Purchase at Merchant-2022
4433,1012,2077,7521.82,01/01/2023 01:13,0,MasterCard,City-17,Travel,64,Purchase at Merchant-2077
4434,1092,2049,71.13,01/01/2023 01:13,0,Visa,City-35,Restaurant,25,Purchase at Merchant-2049
4435,1032,2028,1898.56,01/01/2023 01:13,0,Discover,City-27,Restaurant,46,Purchase at Merchant-2028
4436,1046,2045,70070.24,01/01/2023 01:13,1,American Express,City-16,Retail,28,Purchase at Merchant-2045
4437,1051,2027,16900.80,01/01/2023 01:13,1,American Express,City-4,Gas Station,47,Purchase at Merchant-2027
4438,1066,2025,64730.88,01/01/2023 01:13,1,Discover,City-39,Retail,35,Purchase at Merchant-2025
4439,1007,2087,6083.86,01/01/2023 01:13,0,Discover,City-37,Online Shopping,44,Purchase at Merchant-2087
4440,1087,2074,6605.93,01/01/2023 01:13,0,Visa,City-47,Gas Station,21,Purchase at Merchant-2074
4441,1039,2002,684.58,01/01/2023 01:14,0,MasterCard,City-30,Retail,18,Purchase at Merchant-2002
4442,1034,2048,90690.97,01/01/2023 01:14,1,American Express,City-46,Gas Station,33,Purchase at Merchant-2048
4443,1023,2047,52490.08,01/01/2023 01:14,1,American Express,City-10,Retail,36,Purchase at Merchant-2047
4444,1004,2003,12530.68,01/01/2023 01:14,1,American Express,City-34,Gas Station,23,Purchase at Merchant-2003
4445,1052,2039,5732.78,01/01/2023 01:14,0,Discover,City-22,Retail,18,Purchase at Merchant-2039
4446,1058,2040,4893.44,01/01/2023 01:14,0,Visa,City-21,Restaurant,66,Purchase at Merchant-2040
4447,1072,2065,52.72,01/01/2023 01:14,0,MasterCard,City-45,Online Shopping,41,Purchase at Merchant-2065
4448,1096,2016,3666.76,01/01/2023 01:14,0,Visa,City-41,Groceries,53,Purchase at Merchant-2016
